,Food Name,Water (g),Energy (kal),Protein (g),lipid (g),Carbohydrate (g),Fiber (g),Ash (g),Ca (mg),Fe (mg),Mg (mg),P (mg),K (mg),Na (mg),Zn (mg),Se (µg),Cu (mg),Mn (mg),Vc (mg),Thiamin (mg),Riboflavin (mg),Niacin (mg),B6 (mg),"Folate,DFE (µg)",B12 (µg),"Va,RAE (µg)",Ve (mg),saturated (g),monounsaturated (g),polyunsaturated (g),trans (g),Cholesterol (mg),Caffeine (mg),phenolics (mg),pH,Plain Occurences,Cool Occurences,Warm Occurences,Cold Occurences,Heavy Cold Occurences,Heavy Warm Occurences,Hot Occurences,Heavy Hot Occurences,% Plain,% Cool,% Warm,% Cold,% Heavy Cold,% Heavy Warm,% Hot,% Heavy Hot,hot_cold_scale,Plain,Cold,Hot,Mode
30,White fungus,0.1461754104925911,0.22624434389140272,0.18450184501845018,0.013999999999999999,0.68610459781833,0.5714285714285714,0.06713426853707415,0.030100334448160536,0.04209445585215605,0.06914212548015365,0.22003577817531306,0.13364753408517085,0.002118272356674751,0.07709923664122137,0.024325446243254462,0.007786429365962181,0.014059753954305799,0.06545567010309275,1.8641413764819925e-06,0.0012135922330097086,0.155905280188263,0.1183022113022113,0.16766823161189365,0.00049,0.0033783783783783786,0.0252,0.005321073579805462,0.009482268158543522,0.0,0.0,0.0,0.0,0.003708083832335329,0.5795454545454545,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,0,0,Plain
31,Quail egg,0.7308770524629555,0.18099547511312217,0.23616236162361623,0.111,0.021408910184524416,0.0,0.01002004008016032,0.039297658862876256,0.03285420944558522,0.014084507042253521,0.1073345259391771,0.011614206362565225,0.0027503999174364,0.04096692111959288,0.21137401411374016,0.008898776418242492,0.002636203866432337,0.016936082474226802,4.101111028260383e-06,0.002378640776699029,0.002941609060155906,0.04950859950859952,0.06510172143974957,0.12365999999999992,0.2846283783783784,0.0616,0.04363280335440478,0.06479549908338074,0.023980815347721823,0.1338049061032863,0.582579185520362,0.0,0.0,0.7727272727272726,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,0,0,Plain
32,abalone,0.7464957949539448,0.11877828054298642,0.3154981549815498,0.0076,0.061270262004281775,0.0,0.025050100200400802,0.025919732441471572,0.032751540041067756,0.06145966709346991,0.11329755515802027,0.021040228917690626,0.007766138603643119,0.020865139949109414,0.17733499377334994,0.07897664071190211,0.03427065026362038,0.008247422680412371,7.083737230631571e-06,0.00048543689320388353,0.04412413590233858,0.036855036855036855,0.00782472613458529,0.0365,0.0016891891891891893,0.08,0.0015856799267820276,0.001691004488273595,0.0024940047961630693,0.0017504225352112678,0.09615384615384616,0.0,0.0,0.5795454545454545,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,0,0,Plain
33,lotus seeds,0.14177012414897877,0.3755656108597285,0.2843173431734317,0.0197,0.6572535426648995,0.3145676691729325,0.041082164328657314,0.1362876254180602,0.03624229979466119,0.26888604353393086,0.37328562909958257,0.1151321326376031,0.00012900562464523453,0.0267175572519084,0.041768368617683654,0.10064516129032267,0.14003514938488582,0.0,2.3861009618969504e-05,0.0007281553398058253,0.04706574496249449,0.15454545454545454,0.162754303599374,0.0,0.002533783783783784,0.0,0.003511908562671605,0.006131866742524812,0.02796163069544364,0.0,0.0,0.0,0.09329311377245508,0.5663068181818178,2,0,0,1,0,0,0,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.38888888888888884,2,1,0,Plain
34,"Beans, black",0.11033239887865438,0.38574660633484165,0.3985239852398524,0.014199999999999999,0.6357426852890202,0.2913533834586466,0.04609218436873747,0.1028428093645485,0.0515400410677618,0.21895006402048656,0.20989862850327967,0.12481063793974079,0.00012900562464523453,0.09287531806615777,0.05620589456205895,0.1724137931034483,0.24780316344463973,0.0,3.355454477667586e-05,0.0009368932038834952,0.057508457126047956,0.07027027027027026,0.6948356807511737,0.0,0.0,0.0042,0.003895025860417598,0.0019438649725014223,0.01462829736211031,0.0,0.0,0.0,0.5461077844311377,0.5340909090909091,2,0,0,1,0,0,0,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.38888888888888884,2,1,0,Plain
35,sunflower seed,0.047356828193832606,0.6606334841628959,0.3833948339483395,0.5146000000000001,0.20389438270975635,0.16165413533834586,0.04709418837675351,0.06521739130434782,0.05390143737166324,0.41613316261203587,0.3935599284436494,0.05428379060764181,0.00023221012436142215,0.1272264631043257,0.18779576587795765,0.20689655172413793,0.18541300527240775,0.00577319587628866,5.5178584743866974e-05,0.0017233009708737864,0.24518311516399474,0.33046683046683045,0.35524256651017216,0.0,0.002533783783783784,0.7034,0.04741076559606667,0.29281244073582396,0.5548441247002398,0.0009039788732394368,0.0,0.0,0.23967065868263474,0.5784659090909092,2,0,0,1,0,0,0,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.38888888888888884,2,1,0,Plain
36,Goji berries,0.07509010812975571,0.3947963800904977,0.26309963099630995,0.0039000000000000003,0.7856050565806912,0.24436090225563908,0.038076152304609215,0.1588628762541806,0.06981519507186858,0.12291933418693982,0.12462731067382231,0.03652583740111092,0.007688735228855978,0.03765903307888041,0.10983810709838107,0.10789766407119021,0.07557117750439367,0.1995876288659794,1.0,0.002233009708737864,0.11766436240623622,0.0,0.0,0.05969000000000002,0.6866554054054054,0.037200000000000004,0.004988080795181238,0.007719040394462354,0.02682661870503598,0.0019613145539906104,0.10019230769230764,0.0,0.17350299401197605,0.557829545454545,2,0,0,1,0,0,0,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.38888888888888884,2,1,0,Plain
37,Ass meat ,0.6497797356828194,0.18891402714932126,0.5202952029520295,0.062,0.0,0.0,0.030060120240480964,0.004180602006688963,0.0595482546201232,0.023047375160051217,0.18902802623732856,0.016916344049823263,0.022632746787759946,0.1984732824427481,0.03138231631382316,0.021134593993325918,0.01054481546572935,0.0,3.728282752963985e-07,0.0007766990291262136,0.08618914546256803,0.08614987714987711,0.00892018779342723,0.07865500000000002,0.06672297297297297,0.0166,0.012770576591533108,0.017384158290663126,0.014388489208633093,1.704225352112677e-05,0.05542986425339366,0.0,0.0,0.5435113636363638,2,0,0,2,0,0,0,0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,2,2,0,Plain
38,"Duck,  meat ",0.7385863035642771,0.15271493212669685,0.3372693726937269,0.059500000000000004,0.009583035987358548,0.0,0.0070140280561122245,0.00919732441471572,0.02464065708418891,0.024327784891165175,0.1210494931425164,0.022807608146776636,0.001909283244749471,0.04834605597964377,0.1277708592777086,0.0,0.0,0.023917525773195874,1.3421817910670345e-05,0.002184466019417476,0.155905280188263,0.08353808353808354,0.03912363067292645,0.02,0.02027027027027027,0.013999999999999999,0.024689781410297342,0.024337821606928378,0.017985611510791366,0.0903755868544601,0.39095022624434383,0.0,0.0,0.6136363636363635,2,0,0,2,0,0,0,0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,2,2,0,Plain
39,"¬¨‚Ä†Figs, raw",0.7920504605526633,0.083710407239819,0.013837638376383764,0.003,0.19553471301865633,0.05451127819548872,0.02905811623246493,0.029264214046822744,0.0037987679671457903,0.02176696542893726,0.008348240906380441,0.0195253324356169,2.5801124929046907e-05,0.0038167938931297713,0.007485263594852637,0.01632925472747498,0.033427065026362016,0.008247422680412371,2.2369696517783907e-06,0.00024271844660194176,0.011766436240623623,0.027764127764127764,0.009389671361502348,0.0,0.0059121621621621625,0.0022,0.0006385288295766554,0.0010430494974397876,0.0034532374100719417,0.0,0.0,0.0,0.048912967215568856,0.3863636363636363,2,0,0,1,0,0,0,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.38888888888888884,2,1,0,Plain
40,"Chrysanthemum, garland",0.9150981177412897,0.027149321266968326,0.061992619926199255,0.005600000000000001,0.030788051789173206,0.05639097744360902,0.02404809619238477,0.09782608695652174,0.02351129363449692,0.040973111395646605,0.03220035778175313,0.04771923918532234,0.003044532741627535,0.01806615776081425,0.00058115400581154,0.006674082313681869,0.02987697715289982,0.00577319587628866,4.8467675788531805e-06,0.0006990291262135922,0.01561994410942786,0.04324324324324324,0.27699530516431925,0.0,0.09797297297297297,0.019105999999999998,0.0004274950514015706,0.000639578987293761,0.0047136690647482035,0.0,0.0,0.0,0.0037675149700598805,0.553409090909091,2,0,0,1,0,0,0,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.38888888888888884,2,1,0,Plain
41,"Taro, raw",0.7072486984381258,0.12669683257918551,0.027675276752767528,0.002,0.26975226832500765,0.07706766917293233,0.008016032064128258,0.03595317725752508,0.005646817248459959,0.04225352112676056,0.05008944543828265,0.049739101161420635,0.000283812374219516,0.0058524173027989825,0.00738895807388958,0.005561735261401557,0.02548330404217926,0.018556701030927835,3.5418686153157854e-06,0.00012135922330097088,0.01764965436093543,0.06953316953316953,0.03442879499217527,0.0,0.0033783783783783786,0.047599999999999996,0.0004363280335440479,0.0002528604842278273,0.001990407673860911,0.0,0.0,0.0,0.037622754491017964,0.37499999999999994,2,0,0,1,0,0,0,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.38888888888888884,2,1,0,Plain
42,Agaric,0.1551862234681618,0.2319004524886878,0.2232472324723247,0.015,0.6687735752880007,0.5620300751879699,0.0531062124248497,0.20652173913043478,1.0,0.1946222791293214,0.17412045319022063,0.0637098131627672,0.001251354559058775,0.08091603053435116,0.030718140307181403,0.034482758620689655,0.7776801405975394,0.037447422680412366,6.338080680038774e-06,0.0021359223300970874,0.07354022650389763,0.10475675675675672,0.1210172143974961,0.00112,0.0071790540540540545,0.2268,0.003192644147883277,0.006321512105695683,0.011990407673860911,0.0,0.0,0.0,0.0018982035928143712,0.545738636363636,2,0,0,1,0,0,0,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.38888888888888884,2,1,0,Plain
43,licorioce,0.09911894273127754,0.22963800904977374,0.09040590405904059,0.042,0.7646039351615863,0.7274436090225564,0.06012024048096193,0.6956521739130435,0.21765913757700203,0.43149807938540335,0.022659511031604056,0.00235650563878135,0.003991434026523556,0.14961832061068703,0.039020340390203405,0.12569521690767518,0.13181019332161686,0.004123711340206186,2.6097979270747894e-06,0.002087378640776699,0.029416090601559055,0.07175429975429976,0.11688575899843505,0.05602,0.02011824324324325,0.0464,0.015098546282697993,0.0,0.035104076738609095,0.0006753286384976525,0.06326923076923074,0.0,0.3190119760479042,0.4423863636363633,2,0,0,1,0,0,0,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.38888888888888884,2,1,0,Plain
44,"Cabbage, savoy",0.9110933119743693,0.030542986425339366,0.03690036900369004,0.001,0.06218778672647568,0.05827067669172932,0.004008016032064129,0.029264214046822744,0.004106776180698152,0.03585147247119078,0.025044722719141325,0.019357010604275374,0.0007224314980133134,0.0068702290076335885,0.0020755500207555,0.0,0.007029876977152899,0.12783505154639174,2.6097979270747894e-06,0.00014563106796116503,0.008824827180467716,0.04668304668304668,0.12519561815336464,0.0,0.04222972972972973,0.0034000000000000002,0.000138347913074942,0.00011062646184967444,0.0011750599520383694,0.0,0.0,0.0,0.012811377245508982,0.5795454545454545,2,0,0,1,0,0,0,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.38888888888888884,2,1,0,Plain
45,Chrysanthemum flower,0.9150981177412897,0.027149321266968326,0.061992619926199255,0.005600000000000001,0.030788051789173206,0.05639097744360902,0.017935871743486976,0.09782608695652174,0.02351129363449692,0.040973111395646605,0.03220035778175313,0.04771923918532234,0.003044532741627535,0.01806615776081425,0.09779991697799918,0.08453837597330367,0.30404217926186294,0.00577319587628866,4.8467675788531805e-06,0.0006990291262135922,0.01561994410942786,0.04324324324324324,0.27699530516431925,0.0,0.09797297297297297,0.043412,0.0,0.0016424868828623816,0.004893525179856116,7.347417840375588e-06,0.0,0.0,0.0009730538922155689,0.5301590909090909,2,0,0,1,0,0,0,0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.38888888888888884,2,1,0,Plain
46,"Fish, carp, raw",0.7640168201842211,0.1436651583710407,0.3289667896678966,0.055999999999999994,0.0,0.0,0.011022044088176353,0.034280936454849496,0.01273100616016427,0.03713188220230474,0.24746571258199165,0.028025584918363912,0.0012642551215232985,0.03765903307888041,0.12685761726857617,0.005561735261401557,0.0035149384885764497,0.006597938144329897,4.287525165908582e-06,0.00026699029126213593,0.04824238858655685,0.04668304668304668,0.023474178403755867,0.0765,0.007601351351351352,0.0126,0.01152544537385863,0.036791200455148866,0.034316546762589925,0.0031094953051643195,0.0746606334841629,0.0,0.0,0.5454545454545454,2,0,1,1,0,0,0,0,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.4583333333333333,2,1,1,Plain
47,Goose,0.683820584701642,0.18212669683257918,0.41974169741697415,0.0713,0.0,0.0,0.008016032064128258,0.010869565217391304,0.026386036960985623,0.030729833546734954,0.18604651162790697,0.03534758458172025,0.002244697868827081,0.059541984732824425,0.09245163968451635,0.009588431590656279,0.004973637961335672,0.029690721649484535,4.809484751323541e-06,0.0018300970873786407,0.12584203559346963,0.15724815724815724,0.048513302034428794,0.0245,0.010135135135135136,0.023827999999999988,0.029691590575314477,0.029236993488842532,0.021582733812949638,0.09859154929577464,0.4145814479638007,0.0,0.0,0.6136363636363635,2,0,1,1,0,0,0,0,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.4583333333333333,2,1,1,Plain
48,Beef,0.6740088105726871,0.21380090497737556,0.381549815498155,0.11130000000000001,0.0,0.0,0.01002004008016032,0.020066889632107024,0.015503080082135523,0.026888604353393086,0.11568276684555755,0.027015653930314763,0.001367459621239486,0.09007633587786261,0.0294728102947281,0.0,0.0022671353251318103,0.0,2.7589292371933484e-06,0.0005436893203883495,0.16255331666421532,0.14029484029484027,0.017214397496087636,0.049,0.0,0.025477999999999997,0.04779388289381265,0.0753050129590998,0.01014388489208633,0.08450704225352113,0.3665158371040723,0.0,0.0,0.6590909090909091,2,0,1,1,0,0,0,0,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.4583333333333333,2,1,1,Plain
49,"Plums, raw",0.8733480176211454,0.05203619909502263,0.012915129151291511,0.0028000000000000004,0.11642369252727088,0.02631578947368421,0.004008016032064129,0.005016722408026756,0.0017453798767967147,0.008962868117797696,0.009540846750149075,0.013213263760309712,0.0,0.002544529262086514,0.0017434620174346202,0.01446051167964405,0.004393673110720562,0.03917525773195876,1.0439191708299158e-06,0.0001262135922330097,0.012266509780850126,0.007125307125307125,0.00782472613458529,0.0,0.014358108108108109,0.0052,0.00018091650171338572,0.0021177065554080538,0.00105515587529976,0.0,0.0,0.0,0.03308383233532934,0.3125,2,0,1,1,0,0,0,0,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.4583333333333333,2,1,1,Plain
50,"Turnips, raw",0.919803764517421,0.03167420814479638,0.016605166051660517,0.001,0.06555204404118666,0.03383458646616541,0.0070140280561122245,0.02508361204013378,0.0030800821355236136,0.014084507042253521,0.016100178890876567,0.016074734893115637,0.0017286753702461428,0.0068702290076335885,0.00033208800332088,0.007786429365962181,0.02636203866432337,0.0865979381443299,1.491313101185594e-06,0.00014563106796116503,0.011766436240623623,0.022113022113022112,0.023474178403755867,0.0,0.0,0.0006,0.00011706361875572015,9.482268158543523e-05,0.0012709832134292565,0.0,0.0,0.0,0.028592814371257484,0.4999999999999999,1,0,1,1,0,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.4444444444444444,1,1,1,Plain
51,Hawthorn,0.11113336003203844,0.17194570135746606,0.07933579335793357,0.022000000000000002,0.7992659802222449,0.9342105263157895,0.008016032064128258,0.12040133779264214,0.004106776180698152,0.20344430217669657,0.26237328562909956,0.0370308028951355,0.0002554311367975644,0.015521628498727735,0.022249896222498962,0.04449388209121245,0.04920913884007029,0.008247422680412371,7.45656550592797e-07,0.0008737864077669903,0.020591263421091337,0.08410319410319408,0.0926510172143975,0.04433,0.004222972972972973,0.009399999999999999,0.00837866888023328,0.009135691257348756,0.018787769784172667,3.194835680751173e-05,0.034615384615384596,0.0,0.4358502994011976,0.2693181818181818,1,0,1,1,0,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.4444444444444444,1,1,1,Plain
52,white granlated sugar,0.0,0.45248868778280543,0.0,0.0,0.9211795290039756,0.0060526315789473685,0.0010020040080160322,0.016722408026755852,0.006160164271047227,0.0038412291933418692,0.004770423375074538,0.0004208045783538125,1.0320449971618764e-05,0.0015267175572519084,0.02127475300954752,0.003337041156840934,0.007029876977152899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4886363636363636,2,0,1,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,2,0,1,Plain
53,"perch, mixed species, raw",0.7922507008410092,0.10294117647058823,0.3577490774907749,0.0092,0.0,0.0,0.015030060120240482,0.06688963210702341,0.009240246406570842,0.03841229193341869,0.11926058437686345,0.022639286315435114,0.0015996697456009082,0.02824427480916031,0.2743046907430469,0.004449388209121246,0.002636203866432337,0.0070103092783505155,2.6097979270747894e-06,0.00048543689320388353,0.04471245771436976,0.02948402948402948,0.00782472613458529,0.095,0.007601351351351352,0.004,0.0019687972245280207,0.002402174600164359,0.00882494004796163,0.0009034154929577461,0.10180995475113122,0.0,0.0,0.6136363636363635,2,0,1,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,2,0,1,Plain
54,Oliver,0.8319983980776932,0.05542986425339366,0.014760147601476014,0.002,0.15394025894586602,0.07518796992481203,0.008016032064128258,0.04096989966555184,0.002053388090349076,0.012804097311139564,0.01073345259391771,0.0019357010604275375,0.0007163940347799158,0.0063613231552162855,0.00273972602739726,0.010678531701890996,0.04130052724077328,0.012371134020618556,3.728282752963985e-07,4.854368932038835e-05,0.020591263421091337,0.018835380835380822,0.047356807511737105,0.03654499999999998,0.009290540540540541,0.013702000000000006,0.0010851797458655264,0.001413332069030912,0.0015577937649880096,0.0003277230046948357,0.04052036199095021,0.0,0.7095464071856288,0.6306818181818181,2,0,1,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,2,0,1,Plain
55,"Cabbage, chinese (pe-tsai), raw",0.9450340408490189,0.01809954751131222,0.02214022140221402,0.002,0.03292894280762565,0.022556390977443608,0.004008016032064129,0.06438127090301003,0.0031827515400410676,0.016645326504481434,0.0172927847346452,0.020030297929641474,0.00023221012436142215,0.0058524173027989825,0.00016604400166044003,0.0,0.006151142355008787,0.11134020618556702,1.491313101185594e-06,0.00024271844660194176,0.011766436240623623,0.057002457002457,0.12363067292644757,0.0,0.013513513513513514,0.0024,0.00045761232786326966,0.0003634869460775017,0.0017266187050359709,0.0,0.0,0.0,0.004440119760479042,0.5590909090909091,2,0,1,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,2,0,1,Plain
56,sweet potato chips,0.04515418502202643,0.6018099547511312,0.05424354243542435,0.3235,0.5792639412784177,0.16541353383458646,0.004008016032064129,0.31897157190635445,0.6057494866529773,0.002714468629961588,0.03875968992248062,0.012203332772260562,0.02386604055936839,0.89058524173028,0.004234122042341221,0.09638487208008897,0.4070210896309315,0.0,3.2808888226083066e-06,0.0007815533980582524,0.06142079717605531,0.13144963144963145,0.057902973395931145,0.0,1.0,0.19640000000000002,0.031298554796415724,0.14468360831910992,0.2931414868105515,0.0,0.0,0.0,0.008038922155688624,0.4829545454545454,2,0,1,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,2,0,1,Plain
57,Hyacinth-beans,0.8797557068482179,0.05203619909502263,0.03874538745387454,0.002,0.09368946885513303,0.06203007518796992,0.006012024048096192,0.04180602006688963,0.007597535934291581,0.05121638924455826,0.029218843172331546,0.02120855074903215,5.1602249858093815e-05,0.009414758269720103,0.004647571606475716,0.004449388209121246,0.01054481546572935,0.053195876288659794,2.8707777197822682e-06,0.0004466019417475728,0.015296367112810709,0.005896805896805897,0.09702660406885759,0.0,0.036317567567567564,0.0102,0.0009365089500457612,0.0015013591251027245,0.00019184652278177457,0.0,0.0,0.0,0.013477542964071854,0.6079545454545454,2,0,1,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,2,0,1,Plain
58,"Beans, yellow",0.11113336003203844,0.3902714932126697,0.4059040590405904,0.026000000000000002,0.6188194515241106,0.4718045112781955,0.045090180360721446,0.13879598662207357,0.0719712525667351,0.28425096030729835,0.2909958258795468,0.08769567412893452,0.0003096134991485629,0.07201017811704835,0.01668742216687422,0.12903225806451613,0.17750439367311072,0.0,2.5725150995451492e-05,0.0016019417475728157,0.0714811001617885,0.10859950859950859,0.6087636932707355,0.0,0.0,0.0,0.0071408807440989305,0.0035716543397180606,0.026810551558752997,0.0,0.0,0.0,0.0006691616766467066,0.5795454545454545,2,0,1,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,2,0,1,Plain
59,"chestnuts, chinese, dried",0.08910692831397678,0.4106334841628959,0.12583025830258301,0.0181,0.8131307982465084,0.1953571428571428,0.012024048096192385,0.024247491638795988,0.02351129363449692,0.17541613316261204,0.09242695289206918,0.061100824776973574,0.00012900562464523453,0.03587786259541985,0.01145703611457036,0.048943270300333706,0.17574692442882248,0.24123711340206186,9.693535157706361e-06,0.0014223300970873786,0.038240917782026776,0.16363636363636364,0.17214397496087636,0.0,0.013513513513513514,0.025925999999999994,0.0028308111444565057,0.014934572349706049,0.011223021582733812,0.0,0.0,0.0,0.033682634730538924,0.5615681818181816,2,0,1,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,2,0,1,Plain
60,Turtle,0.7859431317581098,0.10067873303167421,0.36531365313653136,0.005,0.0,0.0,0.008016032064128258,0.09866220735785954,0.01437371663244353,0.02560819462227913,0.1073345259391771,0.019357010604275374,0.0017544764951751897,0.025445292620865142,0.12594437525944374,0.012235817575083427,0.0035149384885764497,0.0,4.4739393035567814e-06,0.0007281553398058253,0.032357699661714964,0.02948402948402948,0.023474178403755867,0.05,0.02533783783783784,0.01,0.0013515526892705874,0.00139073266325305,0.00407673860911271,1.3497652582159622e-06,0.05656108597285068,0.0,0.0,0.5795454545454545,2,0,1,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,2,0,1,Plain
61,sturgeon,0.7664197036443733,0.11877828054298642,0.2977859778597786,0.0404,0.0,0.0,0.017615230460921835,0.010869565217391304,0.007186858316221765,0.04481434058898848,0.12581991651759095,0.02390170005049655,0.001393260746168533,0.010687022900763359,0.20746035699460358,0.006963292547274746,0.016722319859402476,0.0,2.6097979270747894e-06,0.0003398058252427185,0.24415355199294017,0.04914004914004914,0.023474178403755867,0.11000000000000001,0.17736486486486486,0.01,0.009737564651043995,0.03064352993235982,0.016546762589928054,0.001416678403755868,0.06787330316742081,0.0,0.0,0.5170454545454545,2,0,1,0,0,0,0,0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,2,0,1,Plain
62,Bamboo fungus,0.13916700040048058,0.1753393665158371,0.3284132841328413,0.031,0.6147415638699153,0.0,0.04909819639278558,0.015050167224080268,0.18275154004106775,0.14596670934699105,0.1723315444245677,1.0,0.0012900562464523452,0.055979643765903316,0.034454130344541305,0.27808676307007785,0.7434094903339192,0.09539793814432987,1.1184848258891954e-06,0.00849514563106796,0.2676864244741874,0.14969533169533167,0.1767762128325508,0.042065,0.025413851351351335,0.07062800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18616669565868268,0.5339659090909089,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,Plain
63,"Cowpeas, catjang",0.11063275931117342,0.38800904977375567,0.44003690036900367,0.0207,0.6080130492404934,0.20112781954887216,0.02404809619238477,0.07107023411371237,0.10215605749486652,0.4263764404609475,0.26118067978533094,0.11572125904729844,0.0014964652458847206,0.15547073791348603,0.02042341220423412,0.05895439377085651,0.016695957820738135,0.006185567010309278,2.5352322720155097e-05,0.000825242718446602,0.08221797323135756,0.08869778869778869,1.0,0.0,0.0016891891891891893,0.02017999999999999,0.005768043760509121,0.002734053985713382,0.0213189448441247,0.0,0.0,0.0,0.02529940119760479,0.4886363636363636,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,Plain
64,Pumpkin seed(cooked),0.032038446135362435,0.6753393665158371,0.4907749077490775,0.528,0.13151187684779284,0.2332894736842105,0.04609218436873747,0.021739130434782608,0.09342915811088295,0.5428937259923176,0.616577221228384,0.051338158559165126,0.003743743227204706,0.19770992366412213,0.019925280199252802,0.1457174638487208,0.38400702987697716,0.027962886597938125,7.45656550592797e-06,0.00048543689320388353,0.0870716281806148,0.02948402948402948,0.22503912363067294,0.09898000000000001,0.0059121621621621625,0.6212,0.1670817104058915,0.26076237435994687,0.4364508393285371,0.0,0.05231900452488685,0.0,0.7462874251497006,0.5454545454545454,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,Plain
65,cashew nuts,0.05206247496996396,0.6255656108597285,0.3361623616236162,0.4385,0.30777857070037723,0.06203007518796992,0.02004008016032064,0.030936454849498328,0.06858316221765913,0.3738796414852753,0.35360763267740014,0.05554620434270325,0.0003096134991485629,0.14707379134860052,0.09057700290577003,0.28476084538375973,0.10369068541300526,0.002061855670103093,1.5770636045037656e-05,0.00028155339805825246,0.03123988821885572,0.10245700245700244,0.03912363067292645,0.0,0.0,0.018000000000000002,0.08282783134325182,0.3760825589481004,0.18812949640287768,0.0009288028169014084,0.0,0.0,0.020508982035928144,0.5454545454545454,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,Plain
66,"Rice bran, crude",0.06137364837805367,0.3574660633484163,0.24630996309963096,0.20850000000000002,0.5065755938423896,0.39473684210526316,0.04308617234468938,0.047658862876254184,0.19034907597535933,1.0,1.0,0.12497895977108231,0.00012900562464523453,0.15368956743002546,0.08183312577833127,0.1380756395995551,0.2047451669595783,0.0,0.00010263962418909851,0.001378640776699029,1.0,1.0,0.09859154929577464,0.0,0.0,0.0984,0.044388395802737166,0.11930273721474177,0.17887290167865705,2.0305164319248827e-05,0.0,0.0,0.06189221556886228,0.6022727272727272,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,Plain
