,Food Name,Water (g),Energy (kal),Protein (g),lipid (g),Carbohydrate (g),Fiber (g),Ash (g),Ca (mg),Fe (mg),Mg (mg),P (mg),K (mg),Na (mg),Zn (mg),Se (µg),Cu (mg),Mn (mg),Vc (mg),Thiamin (mg),Riboflavin (mg),Niacin (mg),B6 (mg),"Folate,DFE (µg)",B12 (µg),"Va,RAE (µg)",Ve (mg),saturated (g),monounsaturated (g),polyunsaturated (g),trans (g),Cholesterol (mg),Caffeine (mg),phenolics (mg),pH,Plain Occurences,Cool Occurences,Warm Occurences,Cold Occurences,Heavy Cold Occurences,Heavy Warm Occurences,Hot Occurences,Heavy Hot Occurences,% Plain,% Cool,% Warm,% Cold,% Heavy Cold,% Heavy Warm,% Hot,% Heavy Hot,hot_cold_scale,Plain,Cold,Hot,Mode
67,Rye grain,0.10612735282338806,0.38235294117647056,0.1907749077490775,0.0163,0.7733713936181058,0.2838345864661654,0.025921843687374754,0.020066889632107024,0.027002053388090346,0.14084507042253522,0.19797257006559332,0.04292206699208887,5.1602249858093815e-05,0.06743002544529263,0.03295973432959735,0.12013348164627365,0.10193321616871703,0.0,1.1781373499366192e-05,0.0012184466019417475,0.12560670686865716,0.07223587223587223,0.0594679186228482,0.0,0.0008445945945945946,0.017,0.002096502990443352,0.0032871862949617543,0.018393285371702636,0.0,0.0,0.0,0.013850299401197605,0.5965909090909091,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,Plain
68,mullet,0.7710252302763316,0.1323529411764706,0.3570110701107011,0.0379,0.0,0.0,0.015300601202404823,0.034280936454849496,0.010472279260780287,0.03713188220230474,0.13178294573643412,0.030045446894462213,0.001677073120388049,0.013231552162849875,0.20045496056454928,0.004671857619577297,0.004297012302284716,0.004948453608247422,3.3554544776675863e-06,0.0003883495145631068,0.1529636711281071,0.10442260442260441,0.014084507042253521,0.011,0.03125,0.019454000000000013,0.011876636230125793,0.017036475124849865,0.017146282973621103,0.0006735446009389672,0.05542986425339366,0.0,0.0,0.5454545454545454,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,Plain
69,trout,0.7150580696836204,0.167420814479638,0.383210332103321,0.0661,0.0,0.0,0.009018036072144289,0.03595317725752508,0.015400410677618069,0.028169014084507043,0.14609421586165772,0.03038209055714526,0.001341658496310439,0.016793893129770993,0.3136571191365711,0.011123470522803115,0.024604569420035145,0.002061855670103093,1.3048989635373945e-05,0.0016019417475728157,0.13237240770701575,0.04914004914004914,0.02034428794992175,0.3895,0.014358108108108109,0.004,0.012227827086392952,0.05142550097983437,0.03594724220623501,0.013861713615023466,0.06561085972850679,0.0,0.0,0.571590909090909,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,Plain
70,tuna,0.6817180616740088,0.16289592760180996,0.4304428044280442,0.049,0.0,0.0,0.04709418837675351,0.006688963210702341,0.010472279260780287,0.06402048655569782,0.15146094215861658,0.02120855074903215,0.0010062438722328293,0.015267175572519085,0.6474055624740557,0.004449388209121246,0.03411247803163444,0.0,8.985161434643203e-06,0.0012184466019417475,0.2545668480658921,0.11179361179361179,0.003129890453834116,0.4715,0.5532094594594594,0.02,0.01337717897963093,0.02528604842278273,0.03436450839328537,0.02333300469483568,0.042986425339366516,0.0,0.0,0.5056818181818181,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,Plain
71,"scallop, mixed species, raw",0.8262915498598319,0.07805429864253394,0.2225092250922509,0.0049,0.032419206850851257,0.0,0.015030060120240482,0.005016722408026756,0.0039014373716632442,0.028169014084507043,0.19916517590936195,0.017252987712506312,0.010114040972186388,0.02315521628498728,0.1677044416770444,0.052280311457174634,0.060632688927943754,0.0,2.6097979270747896e-07,7.281553398058252e-05,0.020679511692896016,0.017936117936117935,0.025039123630672927,0.0705,0.0008445945945945946,0.0,0.0013621948364301983,0.0007585814526834819,0.003117505995203837,5.868544600938967e-06,0.027149321266968326,0.0,0.0,0.5454545454545454,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,Plain
72,"Yogurt, Greek",0.8139767721265518,0.10972850678733032,0.16605166051660517,0.05,0.04057498215924151,0.0,0.0070140280561122245,0.08361204013377926,0.0,0.014084507042253521,0.08050089445438283,0.011866689109577512,0.0009030393725166417,0.013231552162849875,0.0116230801162308,0.0,0.0017574692442882246,0.0,8.575050331817165e-07,0.0013495145631067962,0.006118546845124283,0.015479115479115478,0.00782472613458529,0.0375,0.0016891891891891893,0.0002,0.025487942447268163,0.033756874644414944,0.011247002398081534,0.0,0.014705882352941176,0.0,0.0,0.3409090909090909,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,Plain
73,Saffron,0.11914297156587907,0.3506787330316742,0.21088560885608854,0.058499999999999996,0.6664287898868386,0.07330827067669173,0.0399448897795591,0.09280936454849498,0.11396303901437371,0.3380281690140845,0.15026833631484796,0.14509341861639455,0.003818566489498942,0.027735368956743008,0.05674885844748858,0.08385984427141267,0.18404217926186292,0.33319587628865976,4.287525165908582e-06,0.001296116504854369,0.04294749227827622,0.24815724815724816,0.14553990610328638,0.0,0.022804054054054054,0.07485400000000002,0.016878445395142928,0.006779821733358619,0.049568345323741006,0.0,0.0,0.0,0.08625359281437125,0.6363636363636362,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,Plain
74,"Ginger root, raw",0.7898478173808571,0.09049773755656108,0.03357933579335793,0.0075,0.1811601590376185,0.03759398496240601,0.01374649298597194,0.013377926421404682,0.006160164271047227,0.05505761843790013,0.020274299344066785,0.03492678000336644,0.00033541462407760976,0.008651399491094149,0.017268576172685762,0.01446051167964405,0.06678383128295254,0.020618556701030927,9.320706882409962e-07,0.0001650485436893204,0.02206206795116929,0.03931203931203931,0.017214397496087636,0.0,0.0,0.0052,0.002160355873401018,0.0024337821606928377,0.0036930455635491603,0.0,0.0,0.0,0.067125748502994,0.45454545454545453,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,Plain
75,田螺Procambarus clarkii,0.8209851822186625,0.06787330316742081,0.2029520295202952,0.002,0.03670098888775614,0.015375939849624057,0.03206412825651303,0.8612040133779264,0.20225872689938396,0.09859154929577464,0.055456171735241505,0.008247769735734725,0.0006708292481552195,0.06895674300254453,0.13872976338729764,0.0878754171301446,0.10984182776801406,0.2752082474226805,7.45656550592797e-07,0.0009223300970873787,0.06471539932342993,0.06059459459459458,0.09878741784037556,0.09644500000000003,0.22422719594594603,0.015,0.006559393823297789,0.007742746064858716,0.014488009592326134,0.0,0.17420814479638008,0.0,0.0,0.768181818181817,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
76,"Kiwifruit, green, raw",0.8316980376451741,0.06900452488687783,0.021033210332103317,0.0052,0.1494545825262514,0.05639097744360902,0.0070140280561122245,0.028428093645484948,0.0031827515400410676,0.02176696542893726,0.020274299344066785,0.0262582056892779,7.740337478714073e-05,0.00356234096692112,0.02262764632627645,0.04151279199110124,0.06478031634446395,0.3822680412371134,1.006636343300276e-06,0.00012135922330097088,0.010030886895131638,0.015479115479115478,0.03912363067292645,0.0,0.0033783783783783786,0.0292,0.0003086222676287168,0.0007427776724192426,0.006882494004796162,0.0,0.0,0.0,0.022823353293413173,0.21249999999999997,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
77,Persimmons,0.8041649979975971,0.07918552036199095,0.01070110701107011,0.0019,0.1895198287287185,0.06766917293233082,0.004008016032064129,0.006688963210702341,0.0015400410677618068,0.011523687580025609,0.010137149672033392,0.013549907422992762,2.5801124929046907e-05,0.0027989821882951657,0.0018264840182648401,0.005561735261401557,0.043057996485061506,0.030927835051546393,1.1184848258891954e-06,9.70873786407767e-05,0.002941609060155906,0.02457002457002457,0.012519561815336464,0.0,0.06841216216216216,0.0146,0.00021284294319221848,0.0005847398697768506,0.0010311750599520382,0.0,0.0,0.0,0.2275449101796407,0.3818181818181817,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
78,"Melons, casaba",0.9196035242290749,0.03167420814479638,0.02047970479704797,0.001,0.06708125191150983,0.016917293233082706,0.013026052104208418,0.00919732441471572,0.0034907597535934294,0.014084507042253521,0.0029815146094215863,0.015317286652078774,0.00023221012436142215,0.00178117048346056,0.00896637608966376,0.0,0.0,0.08989690721649485,5.592424129445977e-07,0.00015048543689320389,0.006824533019561701,0.04004914004914005,0.012519561815336464,0.0,0.0,0.001,0.0002660536789902731,3.1607560528478414e-05,0.000935251798561151,0.0,0.0,0.0,0.008423652694610779,0.5329545454545453,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
79,Pomelo,0.8910692831397677,0.04638009049773756,0.014760147601476014,0.002,0.09684983178713426,0.007518796992481203,0.00501002004008016,0.0033444816053511705,0.0030800821355236136,0.005121638924455826,0.014311270125223614,0.010015148964820737,7.740337478714073e-05,0.010178117048346057,0.00564549605645496,0.01890989988876529,0.006151142355008787,0.09484536082474226,9.130564462008803e-07,0.00014563106796116503,0.008824827180467716,0.01134398034398034,0.018069358372456955,0.02817499999999998,0.0008445945945945946,0.009442000000000004,0.00032639465338526677,0.00047569378595360007,0.0015335731414868106,0.00031811032863849763,0.033065610859728485,0.0,0.008597305389221557,0.3830568181818181,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
80,Purslane,0.9297156587905487,0.02262443438914027,0.03745387453874538,0.0036,0.0345600978693037,0.04758646616541353,0.012024048096192385,0.05434782608695652,0.020431211498973305,0.08706786171574904,0.02623732856290996,0.04157549234135667,0.0011610506218071109,0.004325699745547074,0.006198422581984227,0.006551724137931026,0.03209138840070298,0.0865979381443299,1.7522928938930729e-06,0.0005436893203883495,0.014119723488748346,0.017936117936117935,0.018779342723004695,0.0,0.15901182432432426,0.0,0.0,0.0,0.0027760191846522785,0.0,0.0,0.0,0.025,0.5153409090909092,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
81,ferns,0.8878654385262316,0.038461538461538464,0.08394833948339482,0.004,0.05647874401060251,0.0481203007518797,0.004008016032064129,0.026755852842809364,0.013449691991786448,0.04353393085787452,0.06022659511031604,0.031139538798182126,2.5801124929046907e-05,0.021119592875318068,0.005932752179327522,0.004449388209121246,0.0008787346221441124,0.10969072164948454,7.45656550592797e-07,0.0010194174757281553,0.1464921311957641,0.04668058968058968,0.08066666666666672,0.0,0.15287162162162163,0.009365999999999996,0.0005622246344422447,0.0006454263859915295,0.003149880095923261,0.0,0.0,0.0,0.023676737574850306,0.5511363636363638,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
82,bitter gourd,0.9414297156587906,0.019230769230769232,0.01845018450184502,0.0017000000000000001,0.03772046080130492,0.05263157894736842,0.006012024048096192,0.01588628762541806,0.004414784394250513,0.02176696542893726,0.018485390578413835,0.024911631038545698,0.00012900562464523453,0.020356234096692113,0.00282274802822748,0.01668520578420467,0.004393673110720562,0.3463917525773196,1.491313101185594e-06,0.0001941747572815534,0.011766436240623623,0.010565110565110563,0.11267605633802817,0.0,0.02027027027027027,0.010639999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.1248248502994012,0.6590909090909091,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
83,Cucumber,0.9534441329595515,0.016968325791855202,0.011992619926199263,0.0011,0.037006830461820774,0.009398496240601503,0.004008016032064129,0.013377926421404682,0.0028747433264887066,0.016645326504481434,0.014311270125223614,0.012371654603602088,5.1602249858093815e-05,0.005089058524173028,0.0006641760066417601,0.0022246941045606225,0.005272407732864675,0.01154639175257732,1.006636343300276e-06,0.00016019417475728157,0.0028827768789527874,0.009828009828009828,0.010954616588419406,0.0,0.004222972972972973,0.0006,0.00039375944490560415,7.901890132119603e-05,0.0007673860911270983,0.0,0.0,0.0,0.002553892215568862,0.4829545454545454,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
84,"Blood ,duck",0.7268722466960352,0.12217194570135746,0.25092250922509224,0.004,0.12641451728004893,0.0,0.01002004008016032,0.004180602006688963,0.3131416837782341,0.010243277848911651,0.0518783542039356,0.013970712001346575,0.004479075287682543,0.012722646310432571,0.12585886259858867,0.005561735261401557,0.011423550087873461,0.0,2.2369696517783907e-06,0.00029126213592233006,0.04912722459185176,0.03875921375921377,0.01884507042253519,0.06530999999999998,0.048125000000000015,0.0068000000000000005,0.0010642147159610925,0.0015803780264239207,0.0,0.0,0.1074660633484163,0.0,0.0,0.5751818181818179,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
85,螺蛳Margarya,0.8209851822186625,0.06787330316742081,0.2029520295202952,0.002,0.03670098888775614,0.015375939849624057,0.03206412825651303,0.8612040133779264,0.20225872689938396,0.09859154929577464,0.055456171735241505,0.008247769735734725,0.0006708292481552195,0.06895674300254453,0.13872976338729764,0.0878754171301446,0.10984182776801406,0.2752082474226805,7.45656550592797e-07,0.0009223300970873787,0.06471539932342993,0.06059459459459458,0.09878741784037556,0.09644500000000003,0.22422719594594603,0.015,0.006559393823297789,0.007742746064858716,0.014488009592326134,0.0,0.17420814479638008,0.0,0.0,0.7681818181818181,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
86,"crab, dungeness, cooked, moist heat",0.7339807769323189,0.1244343891402715,0.4118081180811808,0.0124,0.009684983178713425,0.0,0.017034068136272545,0.04933110367892977,0.004414784394250513,0.07426376440460948,0.10435301132975551,0.0343376535936711,0.009752825223179731,0.1391857506361323,0.4707347447073474,0.32925472747497225,0.03602811950790861,0.014845360824742268,2.1251211691894713e-06,0.0009854368932038836,0.10657449624944847,0.0425061425061425,0.06572769953051644,0.519,0.026182432432432432,0.059967999999999994,0.0017878807228146353,0.00338200897654719,0.00976019184652278,0.0892018779342723,0.4046493212669683,0.0,0.0,0.6590909090909091,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
87,"Crustaceans, crab, blue",0.7911493792551061,0.09841628959276018,0.333210332103321,0.0108,0.0004077887654195127,0.0,0.018036072144288578,0.07441471571906355,0.007597535934291581,0.04353393085787452,0.13655336911150864,0.027688941255680864,0.007559729604210743,0.09007633587786261,0.6299709422997095,0.27474972191323693,0.014059753954305799,0.012371134020618556,2.982626202371188e-06,0.0001941747572815534,0.07942344462420946,0.036855036855036855,0.06885758998435054,0.45,0.0016891891891891893,0.057895999999999975,0.0023625566694336253,0.0030343258107339275,0.009280575539568344,0.007019260563380285,0.08823529411764706,0.0,0.0,0.6306818181818181,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
88,Soy sauce ,0.6607929515418502,0.06787330316742081,0.19391143911439113,0.001,0.05678458558466715,0.015037593984962405,0.1432865731462926,0.016722408026755852,0.024435318275154,0.05121638924455826,0.07751937984496124,0.01784211412220165,0.14412508385365602,0.01094147582697201,0.01004566210045662,0.006674082313681869,0.045694200351493845,0.0,2.199686824248751e-06,0.0007378640776699029,0.11622297396675983,0.04914004914004914,0.028169014084507043,0.0,0.0,0.0,0.00011706361875572015,0.0002686642644920665,0.00105515587529976,0.0,0.0,0.0,0.03381744715568862,0.4204545454545454,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
89,Bananas,0.75,0.10067873303167421,0.020110701107011072,0.0033,0.23284738505454175,0.04887218045112782,0.008517034068136272,0.004180602006688963,0.0026694045174537988,0.034571062740076826,0.01311866428145498,0.030129607810132974,2.5801124929046907e-05,0.0038167938931297713,0.00033208800332088,0.008898776418242492,0.009666080843585237,0.03587628865979381,1.1557676534188352e-06,0.0003543689320388349,0.019561700250036774,0.09017199017199017,0.03129890453834116,0.0,0.002533783783783784,0.002,0.0011919204818764235,0.0005057209684556546,0.0017505995203836928,0.0,0.0,0.0,0.008420658682634731,0.37613636363636355,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
90,Zizania latifolia Stapf,0.9231077292751302,0.026018099547511313,0.02214022140221402,0.002,0.06014884289937812,0.03571428571428571,0.00501002004008016,0.0033444816053511705,0.004106776180698152,0.010243277848911651,0.02146690518783542,0.017589631375189364,0.00014964652458847205,0.008396946564885497,0.0035699460356994604,0.005561735261401557,0.04217926186291739,0.020618556701030927,7.45656550592797e-07,0.00014563106796116503,0.014708045300779527,0.01956756756756756,0.04725195618153366,0.04196999999999999,0.0021114864864864866,0.019799999999999998,0.00035534129365940865,0.0003914596371452052,0.001816546762589927,0.0009531103286384978,0.04016968325791852,0.01,0.10089820359281437,0.5397727272727272,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.08333333333333333,0,2,0,Cold
91,Grapefruit,0.8816579895875051,0.04751131221719457,0.014206642066420664,0.0014000000000000002,0.10867570598430012,0.03007518796992481,0.0035070140280561123,0.01839464882943144,0.0008213552361396304,0.011523687580025609,0.01073345259391771,0.011361723615552937,0.0,0.00178117048346056,0.00049813200498132,0.003337041156840934,0.002636203866432337,0.128659793814433,1.6031615837745134e-06,0.00015048543689320389,0.006000882482718047,0.013022113022113022,0.02034428794992175,0.0,0.048986486486486486,0.0026,0.00022348509035182942,0.0003160756052847841,0.0008633093525179854,0.0,0.0,0.0,0.009034431137724551,0.24772727272727268,0,1,0,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0,3,0,Cold
92,蚬Corbiculafluminea,0.8860632759311173,0.053167420814479636,0.12915129151291513,0.013999999999999999,0.01733102253032929,0.010248120300751881,0.014028056112224449,0.03260869565217391,0.11704312114989733,0.012804097311139564,0.07573047107930829,0.0021040228917690623,0.00047474069869446304,0.04631043256997456,0.24715649647156496,0.003337041156840934,0.01493848857644991,0.07975670103092783,2.982626202371188e-06,0.0006310679611650486,0.041182526842182675,0.03531203931203931,0.05156651017214396,0.16550500000000007,0.03125,0.0076,0.006003235212736521,0.008942252986914472,0.015351558752997601,0.0,0.2907239819004525,0.0,0.0,0.571909090909091,0,1,0,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0,3,0,Cold
93,"clam, mixed species, raw",0.7907488986784141,0.09728506787330317,0.2706642066420664,0.0096,0.036395147313691506,0.0,0.019038076152304607,0.03260869565217391,0.016632443531827516,0.024327784891165175,0.11806797853309481,0.003871402120855075,0.01550647608235719,0.012977099236641223,0.4507264425072644,0.011123470522803115,0.037785588752196834,0.0,5.592424129445977e-07,0.0001941747572815534,0.010295631710545669,0.002457002457002457,0.00782472613458529,0.564,0.07601351351351351,0.013600000000000001,0.001990081518847243,0.0018964536317087046,0.00460431654676259,1.7605633802816902e-05,0.033936651583710405,0.0,0.0,0.6022727272727272,0,1,0,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0,3,0,Cold
94,Bamboo shoots,0.9110933119743693,0.030542986425339366,0.04797047970479705,0.003,0.05301253950453665,0.041353383458646614,0.008016032064128258,0.010869565217391304,0.00513347022587269,0.0038412291933418692,0.035181872391174714,0.044857768052516414,0.00010320449971618763,0.027989821882951658,0.00016604400166044003,0.008898776418242492,0.09929701230228469,0.016494845360824743,5.592424129445977e-06,0.0003398058252427185,0.01764965436093543,0.05896805896805896,0.010954616588419406,0.0,0.0008445945945945946,0.02,0.0007343081540131538,0.00011062646184967444,0.003213429256594724,0.0,0.0,0.0,0.8682634730538922,0.5056818181818181,0,1,0,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0,3,0,Cold
95,Arrowhead,0.7256708049659593,0.11199095022624435,0.09833948339483395,0.0029,0.20623916811091855,0.08804511278195487,0.017034068136272545,0.008361204013377926,0.026386036960985623,0.06530089628681178,0.1037567084078712,0.07759636424844302,0.000567624748439032,0.00712468193384224,0.007471980074719801,0.023359288097886538,0.03339191564147627,0.004536082474226805,6.338080680038774e-06,0.0003543689320388349,0.04853654949257244,0.06388206388206388,0.02190923317683881,0.0,0.0,0.010027999999999999,0.0005690356086243961,0.0004790125798090907,0.003166666666666667,0.0,0.0,0.0,0.024264433233532934,0.5551477272727273,0,1,0,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0,3,0,Cold
96,salt table,0.002002402883460152,0.0,0.0,0.0,0.0,0.0,1.0,0.020066889632107024,0.0033880903490759754,0.0012804097311139564,0.0,0.0006732873253661,1.0,0.002544529262086514,0.029887920298879204,0.021134593993325918,0.007029876977152899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6590909090909091,0,1,0,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0,3,0,Cold
97,Mulberries,0.8778534241089309,0.048642533936651584,0.026568265682656824,0.0039000000000000003,0.09990824752778062,0.03195488721804511,0.013026052104208418,0.03260869565217391,0.018993839835728953,0.023047375160051217,0.022659511031604056,0.016327217640127924,0.00025801124929046907,0.0030534351145038168,0.04674138646741387,0.006674082313681869,0.023725834797891036,0.15010309278350514,1.0812019983595557e-06,0.0004902912621359224,0.018237976172966613,0.012285012285012284,0.009389671361502348,0.0,0.0008445945945945946,0.0174,0.00028733797330949493,0.0006479549908338074,0.004964028776978417,0.0,0.0,0.0,0.011010479041916167,0.20454545454545453,0,1,0,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0,3,0,Cold
98,"Seaweed, kelp",0.8167801361633961,0.048642533936651584,0.030996309963099627,0.005600000000000001,0.09756346212661841,0.02443609022556391,0.04208416833667335,0.14046822742474915,0.029260780287474333,0.15492957746478872,0.025044722719141325,0.007490321494697862,0.006011662108467929,0.031297709923664124,0.00398505603985056,0.006674082313681869,0.028119507908611598,0.012371134020618556,1.8641413764819925e-06,0.0007281553398058253,0.013825562582732756,0.0004914004914004914,0.28169014084507044,0.0,0.005067567567567568,0.0174,0.002628610348423898,0.0015487704658954421,0.0011270983213429256,0.0,0.0,0.0,0.17365269461077845,0.5795454545454545,0,1,0,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0,3,0,Cold
99,Asparagus,0.933319983980777,0.02262443438914027,0.04059040590405904,0.0012,0.03955551024569273,0.039473684210526314,0.0070140280561122245,0.020066889632107024,0.021971252566735114,0.01792573623559539,0.031007751937984496,0.017000504965494025,5.1602249858093815e-05,0.013740458015267177,0.0049813200498132005,0.010011123470522803,0.009666080843585237,0.02309278350515464,5.331444336738498e-06,0.0006844660194174757,0.028768936608324754,0.022358722358722355,0.081377151799687,0.0,0.03209459459459459,0.0226,0.00042568588638443696,0.0,0.001199040767386091,0.0,0.0,0.0,0.012782934131736527,0.5852272727272726,0,1,0,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0,3,0,Cold
100,Watermelon,0.9155987184621547,0.033936651583710405,0.01125461254612546,0.0015,0.07697012947293301,0.007518796992481203,0.003006012024048096,0.005852842809364548,0.002464065708418891,0.012804097311139564,0.00655933214072749,0.0094260225551254,2.5801124929046907e-05,0.002544529262086514,0.00074719800747198,0.0011123470522803114,0.0008787346221441124,0.0334020618556701,1.230333308478115e-06,0.00010194174757281555,0.005236064127077511,0.011056511056511056,0.004694835680751174,0.0,0.02364864864864865,0.001,0.00017027435455377478,0.0005847398697768506,0.001199040767386091,0.0,0.0,0.0,0.003691616766467066,0.4761363636363635,0,1,0,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0,3,0,Cold
101,Lotus root,0.7919503404084902,0.083710407239819,0.04797047970479705,0.001,0.17565501070445508,0.09210526315789473,0.01002004008016032,0.03762541806020067,0.011909650924024639,0.029449423815621,0.05963029218843172,0.04679346911294395,0.0010320449971618763,0.009923664122137405,0.0012453300124533003,0.008898776418242492,0.0773286467486819,0.18144329896907216,5.965252404742376e-06,0.0010679611650485437,0.011766436240623623,0.06339066339066339,0.02034428794992175,0.0,0.0,0.008967999999999997,0.0003192644147883277,0.0003160756052847841,0.0004796163069544364,0.0,0.0,0.0,0.02132065868263473,0.6477272727272727,0,1,0,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0,3,0,Cold
102,"Mung beans,  sprouted",0.9050861033239889,0.033936651583710405,0.05608856088560885,0.0018,0.06055663166479763,0.03383458646616541,0.003006012024048096,0.010869565217391304,0.009342915811088296,0.026888604353393086,0.03220035778175313,0.012539976434943612,0.00015480674957428145,0.010432569974554707,0.0020755500207555,0.004449388209121246,0.0035149384885764497,0.05443298969072165,3.1317575124897475e-06,0.0006019417475728155,0.022032651860567732,0.02162162162162162,0.09546165884194054,0.0,0.0008445945945945946,0.002,0.0004895387693421025,0.0003476831658132625,0.0013908872901678656,0.0,0.0,0.0,0.0053023952095808385,0.5498295454545457,0,1,0,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0,3,0,Cold
103,"Mung beans, mature seeds, raw",0.09060873047657189,0.3925339366515837,0.4402214022140221,0.0115,0.6383933122642471,0.30639097744360905,0.033066132264529056,0.11036789297658862,0.06919917864476385,0.24199743918053776,0.21884317233154443,0.10486450092577007,0.0003870168739357036,0.06819338422391859,0.08767123287671233,0.17130144605116795,0.14939367311072063,0.01979381443298969,2.3152635895906347e-05,0.0011310679611650485,0.06621561994410943,0.09385749385749385,0.9780907668231612,0.0,0.005067567567567568,0.0102,0.003703467211544601,0.002544408622542512,0.00920863309352518,0.0,0.0,0.0,0.05748502994011976,0.5954545454545455,0,1,0,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.2222222222222222,0,3,0,Cold
